status,gene-symbol,UMLS_by_symbol,gene-name,UMLS_by_name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports
9,PPP2R1B,C1335243,"protein phosphatase 2 regulatory subunit A, beta",C0330390,,11,Rare Single Gene Mutation,2.0,0,,9
9,PPP2R5C,C1418844,protein phosphatase 2 regulatory subunit B'gamma,C0255156,,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",3.0,1,,5
9,PPP2R5D,C1335248,"Protein phosphatase 2, regulatory subunit B', delta",C1704708,,6,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,8.5,42
9,PPP3CA,C1418845,protein phosphatase 3 catalytic subunit alpha,C1418845,,4,"Rare Single Gene Mutation, Syndromic",3.0,1,,14
9,PPP5C,C1418852,protein phosphatase 5 catalytic subunit,C0289121,,19,Rare Single Gene Mutation,1.0,0,1.0,3
9,PREX1,C1847163,"Phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1",C1847163,,20,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6
9,PRICKLE1,C1424690,Prickle homolog 1 (Drosophila),C0013138,,12,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,7
9,PRICKLE2,C1426874,prickle planar cell polarity protein 2,C1426874,,3,"Rare Single Gene Mutation, Functional",2.0,0,,8
9,PRKAR1B,C1418909,protein kinase cAMP-dependent type I regulatory subunit beta,C1418909,,7,"Rare Single Gene Mutation, Syndromic",2.0,0,,8
9,PRKCA,C1335261,protein kinase C alpha,C0256371,,17,"Rare Single Gene Mutation, Functional",2.0,0,,7
9,PRKCB,C1418913,protein kinase C beta,C0257291,,16,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8
9,PRKD1,C1538716,Protein kinase D1,C1538716,,14,"Rare Single Gene Mutation, Syndromic",,1,,7
9,PRKD2,C1538717,protein kinase D2,C0966787,,19,Rare Single Gene Mutation,2.0,0,,4
9,PRKDC,C1335262,"protein kinase, DNA-activated, catalytic polypeptide",C0033640,,8,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,9
9,PRKN,C1418270,parkin RBR E3 ubiquitin protein ligase,C1311470,,6,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,20
9,PRODH,C1418945,Proline dehydrogenase (oxidase) 1,C0033385,,22,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,1,,9
9,PRPF19,C1538720,pre-mRNA processing factor 19,C1333208,,11,Rare Single Gene Mutation,3.0,0,,3
9,PRPF39,C1426852,pre-mRNA processing factor 39,C1333208,,14,Rare Single Gene Mutation,2.0,0,,3
9,PRPF8,C1424915,pre-mRNA processing factor 8,C1333208,,17,"Rare Single Gene Mutation, Syndromic",3.0,1,,12
9,PRR12,C1826716,proline rich 12,C0033382,,19,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,11
9,PRR14L,C1824511,proline rich 14 like,C0033382,,22,Rare Single Gene Mutation,1.0,0,,6
9,PRR25,C2828565,proline rich 25,C0033382,,16,Rare Single Gene Mutation,3.0,0,,2
9,PRUNE2,C1826727,prune homolog 2,C1826727,,9,"Rare Single Gene Mutation, Syndromic",2.0,0,,12
9,PSD3,C1538736,pleckstrin and Sec7 domain containing 3,C1514562,,8,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7
9,PSMC5,C1419025,"proteasome 26S subunit, ATPase 5",C0001473,,17,Rare Single Gene Mutation,3.0,0,,3
9,PSMD11,C1419029,"proteasome 26S subunit, non-ATPase 11",C1313038,,17,"Rare Single Gene Mutation, Syndromic",1.0,0,,3
9,PSMD12,C1419030,"proteasome 26S subunit, non-ATPase 12",C1313038,,17,"Rare Single Gene Mutation, Syndromic",1.0,1,6.0,7
9,PSMD6,C1419037,"proteasome 26S subunit, non-ATPase 6",C1313038,,3,Rare Single Gene Mutation,1.0,0,,3
9,PTBP2,C1425029,polypyrimidine tract binding protein 2,C1425029,,1,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,8
9,PTCHD1,C1538745,patched domain containing 1,C4308013,,X,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,0.8,24
9,PTCHD1-AS,C3813430,PTCHD1antisense RNA (head to head),C0080124,,X,"Rare Single Gene Mutation, Genetic Association",2.0,0,13.1,4
9,PTDSS1,C1419056,phosphatidylserine synthase 1,C1419056,,8,"Rare Single Gene Mutation, Syndromic",3.0,0,,6
9,PTEN,C0694888,phosphatase and tensin homolog (mutated in multiple advanced cancers 1),C0031678,,10,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,63.15,123
9,PTGS2,C1367485,prostaglandin-endoperoxide synthase 2,C1367485,,1,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,8
9,PTK7,C1335276,Protein tyrosine kinase 7 (inactive),C0205254,,6,Rare Single Gene Mutation,1.0,0,,9
9,PTPN11,C1335280,"protein tyrosine phosphatase, non-receptor type 11",C0085536,,12,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,33
9,PTPN4,C1419106,protein tyrosine phosphatase non-receptor type 4,C0085536,,2,"Rare Single Gene Mutation, Syndromic",,1,,5
9,PTPRB,C1419112,"protein tyrosine phosphatase, receptor type B",C0085536,,12,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7
9,PTPRC,C1335285,"protein tyrosine phosphatase, receptor type, C",C0085536,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,11
9,PTPRD,C1419114,protein tyrosine phosphatase receptor type D,C1335287,,9,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,14
9,PTPRT,C1335289,"protein tyrosine phosphatase, receptor type, T",C0085536,,20,"Rare Single Gene Mutation, Functional",2.0,0,,12
9,PUF60,C1858105,poly(U) binding splicing factor 60,C4235247,,8,"Rare Single Gene Mutation, Syndromic",3.0,1,,5
9,PXDN,C1826745,peroxidasin,C0258286,,2,"Rare Single Gene Mutation, Syndromic",2.0,0,,9
9,PYHIN1,C1538760,"Pyrin and HIN domain family, member 1",C0665818,,1,Rare Single Gene Mutation,2.0,0,,4
9,QRICH1,C1826748,glutamine rich 1,C0017797,,3,"Rare Single Gene Mutation, Syndromic",2.0,0,,15
9,RAB11FIP4,C1538767,RAB11 family interacting protein 4,,,17,"Rare Single Gene Mutation, Genetic Association",3.0,0,,3
9,RAB11FIP5,C1538768,RAB11 family interacting protein 5,,,2,"Rare Single Gene Mutation, Functional",2.0,0,,6
9,RAB2A,C1826755,"RAB2A, member RAS oncogene family",C0034678,,8,Rare Single Gene Mutation,2.0,0,,8
9,RAB39B,C1424331,"RAB39B, member RAS oncogene family",C0034678,,X,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,19
9,RAB43,C1426582,"RAB43, member RAS oncogene family",C0034678,,3,Rare Single Gene Mutation,2.0,0,,2
9,RAC1,C1419227,Rac family small GTPase 1,C0015576,,7,"Rare Single Gene Mutation, Syndromic, Functional",,1,,11
9,RAD21,C1419235,RAD21cohesin complex component,C1419235,,8,"Rare Single Gene Mutation, Syndromic",,1,,7
9,RAD21L1,C1424141,RAD21 cohesin complex component like 1,C1166689,,20,Rare Single Gene Mutation,2.0,0,,3
9,RAI1,C1419249,retinoic acid induced 1,C0040845,,17,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,12.25,41
9,RALA,C0812284,RAS like proto-oncogene A,C0034678,,7,"Rare Single Gene Mutation, Syndromic",,1,,7
9,RALGAPB,C1825680,Ral GTPase activating protein non-catalytic beta subunit,C0061928,,20,Rare Single Gene Mutation,1.0,0,,6
9,RANBP17,C1422638,RAN binding protein 17,C1419257,,5,Rare Single Gene Mutation,2.0,0,,11
9,RAP1A,C1335590,"RAP1A, member of RAS oncogene family",C0034678,,1,"Rare Single Gene Mutation, Functional",3.0,0,,4
9,RAPGEF4,C1424447,Rap guanine nucleotide exchange factor (GEF) 4,C1416920,,2,Rare Single Gene Mutation,2.0,0,,18
9,RASSF5,C1425011,Ras association domain family member 5,C0034678,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,RBBP5,C1419290,"RB binding protein 5, histone lysine methyltransferase complex subunit",C0033618,,1,"Rare Single Gene Mutation, Functional",2.0,0,,5
9,RBFOX1,C1854634,"RNA binding protein, fox-1 homolog (C. elegans) 1",C0085177,,16,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,46
9,PTPRS,C1419124,protein tyrosine phosphatase receptor type S,C1419111,,19,"Rare Single Gene Mutation, Functional",3.0,0,,9
9,RBM27,C1538792,RNA binding motif protein 27,C1538792,,5,Rare Single Gene Mutation,2.0,0,,5
9,REEP3,C1428213,receptor accessory protein 3,C1428213,,10,Rare Single Gene Mutation,2.0,0,,3
9,RELN,C1419337,Reelin,C1419337,,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,7.2,66
9,RERE,C1419345,Arginine-glutamic acid dipeptide (RE) repeats,,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,6.5,22
9,RFX3,C1419361,regulatory factor X3,C0128400,,9,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,15.95,13
9,RFX4,C1419362,regulatory factor X4,C0128400,,12,"Rare Single Gene Mutation, Syndromic, Functional",3.0,1,,3
9,RFX7,C1826811,regulatory factor X7,C0128400,,15,"Rare Single Gene Mutation, Syndromic",3.0,1,,4
9,RGS7,C1419377,regulator of G-protein signaling 7,C0182953,,1,Rare Single Gene Mutation,2.0,0,,6
9,RHEB,C1419384,"Ras homolog, mTORC1 binding",C1145667,,7,"Rare Single Gene Mutation, Syndromic, Functional",,1,,3
9,RICTOR,C1836945,RPTOR independent companion of MTOR complex 2,C3152112,,5,Rare Single Gene Mutation,3.0,0,,4
9,RIMS1,C1424873,Regulating synaptic membrane exocytosis 1,C0039063,,6,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,11.35,13
9,RIMS2,C1424874,regulating synaptic membrane exocytosis 2,C0039063,,8,"Rare Single Gene Mutation, Syndromic, Genetic Association",3.0,1,,7
9,RIMS3,C1427473,regulating synaptic membrane exocytosis 3,C0039063,,1,Rare Single Gene Mutation,2.0,0,,4
9,RLIM,C1421987,"Ring finger protein, LIM domain interacting",C1313794,,X,"Rare Single Gene Mutation, Syndromic",,1,,7
9,RNF135,C1427373,Ring finger protein 135,C1427373,,17,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,1,,5
9,RNF25,C1422821,ring finger protein 25,C1313794,,2,Rare Single Gene Mutation,2.0,0,,4
9,RNF38,C1425266,ring finger protein 38,C1313794,,9,Rare Single Gene Mutation,2.0,0,,2
9,RNU2-2,C1419499,"RNA, U2 small nuclear 2",C0035668,,11,Syndromic,1.0,1,,2
9,RNU4-2,C1419540,"RNA, U4 small nuclear 2",C0035668,,12,Syndromic,1.0,1,,15
9,RNU5B-1,C1419559,"RNA, U5B small nuclear 1",C0035668,,15,Syndromic,1.0,1,,2
9,ROBO2,C1419597,roundabout guidance receptor 2,C1419597,,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,11
9,RORA,C1335634,RAR-related orphan receptor A,C1335073,,15,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",,1,,26
9,RORB,C1419602,RAR related orphan receptor B,C1366536,,9,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,8.25,16
9,RPH3A,C1424713,rabphilin 3A,,,12,"Rare Single Gene Mutation, Functional",3.0,0,,8
9,RP11-1407O15.2,,,,,17,Rare Single Gene Mutation,2.0,0,,1
9,RPL10,C1335635,ribosomal protein L10,C0218544,,X,"Rare Single Gene Mutation, Syndromic",2.0,0,,14
9,RPS6KA2,C1419743,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",C1305923,,6,Rare Single Gene Mutation,2.0,0,,5
9,RPS6KA3,C1419744,"Ribosomal protein S6 kinase, 90kDa, polypeptide 3",C1305923,,X,"Rare Single Gene Mutation, Syndromic",2.0,1,,21
9,RSRC1,C1539709,arginine and serine rich coiled-coil 1,C0003765,,3,"Syndromic, Genetic Association",,1,,7
9,RUNX1T1,C1539715,RUNX1 partner transcriptional co-repressor 1,C1335654,,8,"Rare Single Gene Mutation, Syndromic",1.0,0,,4
9,SACS,C1419804,sacsin molecular chaperone,,,13,Rare Single Gene Mutation,2.0,0,,10
9,SAE1,C1826966,SUMO1 activating enzyme subunit 1,C1539895,,19,Rare Single Gene Mutation,2.0,0,,4
9,SAMD11,C1539724,sterile alpha motif domain containing 11,C1519124,,1,Rare Single Gene Mutation,2.0,0,,4
9,SASH1,C1426071,SAM and SH3 domain containing 1,C0036002,,6,Rare Single Gene Mutation,2.0,0,,4
9,SATB1,C1419822,SATB homeobox 1,C1419822,,3,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,2.5,6
9,SATB2,C1427665,SATB homeobox 2,C1427665,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,24.95,54
9,SBF1,C1419823,SET binding factor 1,C0036849,,22,Rare Single Gene Mutation,2.0,0,,11
9,SCAF1,C2239916,SR-related CTD associated factor 1,C1337027,,19,Rare Single Gene Mutation,2.0,0,,4
9,SCAF4,C1426151,SR-related CTD associated factor 4,C0919516,,21,"Rare Single Gene Mutation, Syndromic",2.0,1,,8
9,SCFD2,C1428990,sec1 family domain containing 2,C1705495,,4,Rare Single Gene Mutation,2.0,0,,4
9,SCGN,C1424652,"secretagogin, EF-hand calcium binding protein",C1424652,,6,"Rare Single Gene Mutation, Functional",3.0,0,,4
9,SCN1A,C1419856,"sodium channel, voltage-gated, type I, alpha subunit",C0037492,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,,111
9,RHOXF1,C1845515,"Rhox homeobox family, member 1",C0017347,,X,Genetic Association,2.0,0,,3
9,RIT2,C1419388,Ras-like without CAAX 2,C0812284,,18,Genetic Association,2.0,0,,3
9,SCN2A,C1419858,"sodium channel, voltage-gated, type II, alpha subunit",C0037492,,2,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,109.3,153
9,RPS10P2-AS1,,ribosomal protein S10 pseudogene 2 anti-sense 1,,,20,"Genetic Association, Functional",2.0,0,,4
9,SCN3A,C1419861,sodium voltage-gated channel alpha subunit 3,C1419861,,2,Rare Single Gene Mutation,3.0,0,,14
9,SCN4A,C1419862,"Sodium channel, voltage gated, type IV alpha subunit",C0037492,,17,Rare Single Gene Mutation,2.0,0,,7
9,SCN8A,C1419866,"sodium channel, voltage gated, type VIII, alpha subunit",C0037492,,12,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,69
9,SCN9A,C1419867,sodium voltage-gated channel alpha subunit 9,C1419867,,2,Rare Single Gene Mutation,2.0,0,,14
9,SCP2,C1419874,sterol carrier protein 2,C1419874,,1,Rare Single Gene Mutation,2.0,0,,3
9,SDC2,C1419892,"syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan )",C0174307,,8,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,SEMA5A,C1419954,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",C1705488,,5,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,21
9,SENP1,C1425182,SUMO specific peptidase 1,C0030940,,12,Rare Single Gene Mutation,3.0,0,,3
9,SENP6,C1427200,SUMO specific peptidase 6,C0030940,,6,Rare Single Gene Mutation,3.0,0,,4
9,SERPINE1,C1418252,serpin family E member 1,C1418252,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,SET,C0036849,SETnuclear proto-oncogene,C1366517,,9,Rare Single Gene Mutation,2.0,0,4.0,7
9,SETBP1,C1423585,SET binding protein 1,C1423585,,18,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,40
9,SETD1A,C1822684,"SET domain containing 1A, histone lysine methyltransferase",C0450344,,16,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,4.35,16
9,SETD1B,C1822685,SET domain containing 1B,C0036849,,12,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,27
9,SETD2,C1822686,SET domain containing 2,C0036849,,3,"Rare Single Gene Mutation, Syndromic",1.0,0,,31
9,SETD5,C1822689,SET domain containing 5,C0036849,,3,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,28.05,51
9,SETDB1,C1335812,"SET domain, bifurcated 1",C0036849,,1,Rare Single Gene Mutation,2.0,0,,5
9,SETDB2,C1426820,"SET domain, bifurcated 2",C0036849,,13,"Rare Single Gene Mutation, Syndromic",2.0,0,,3
9,SEZ6L2,C1539758,SEZ6L2 seizure related 6 homolog (mouse)-like 2,C0036572,,16,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8
9,SF3B1,C1419980,splicing factor 3b subunit 1,C1419980,,2,Rare Single Gene Mutation,2.0,0,,6
9,SGSH,C1420015,N-sulfoglucosamine sulfohydrolase,C0075625,,17,"Rare Single Gene Mutation, Syndromic",,1,,10
9,SGSM3,C1428456,Small G protein signaling modulator 3,C1428456,,22,"Rare Single Gene Mutation, Syndromic",2.0,0,,8
9,SH3RF1,C1822713,SH3 domain containing ring finger 1,C0230398,,4,"Rare Single Gene Mutation, Functional",3.0,0,,5
9,SH3RF3,C1428402,SH3 domain containing ring finger 3,C0230398,,2,Rare Single Gene Mutation,2.0,0,,4
9,SHANK1,C1423514,SH3 and multiple ankyrin repeat domains 1,C1422551,,19,"Rare Single Gene Mutation, Genetic Association",2.0,0,14.65,19
9,SHANK2,C1422551,SH3 and multiple ankyrin repeat domains 2,C1422551,,11,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,18.55,61
9,SHANK3,C1422550,SH3 and multiple ankyrin repeat domains 3,C1422550,,22,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,74.85,186
9,SHOX,C1420041,short stature homeobox,C1420041,,"X,Y",Rare Single Gene Mutation,2.0,0,,3
9,SIK1,C1420279,Salt-inducible kinase 1,C1420279,,21,"Rare Single Gene Mutation, Syndromic, Functional",,1,,8
9,SIN3A,C1426185,SIN3 transcription regulator family member A,C0145464,,15,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,18
9,SIN3B,C1426186,SIN3 transcription regulator family member B,C0145464,,19,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,7
9,SKI,C0812379,SKIproto-oncogene,C0812379,,1,"Rare Single Gene Mutation, Syndromic",1.0,0,4.25,9
9,SLC12A5,C1422213,"Solute carrier family 12 (potassium/chloride transporter), member 5",C1420095,,20,"Rare Single Gene Mutation, Functional",2.0,0,,10
9,SLC1A1,C1420119,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",C0061467,,9,"Rare Single Gene Mutation, Genetic Association",2.0,0,,16
9,SLC1A2,C1420120,"Solute carrier family 1 (glial high affinity glutamate transporter), member 2",C1510827,,11,"Rare Single Gene Mutation, Genetic Association, Functional",3.0,0,,11
9,SLC22A15,C1426842,"Solute carrier family 22, member 15",C3897553,,1,Genetic Association,2.0,0,,1
9,SLC22A9,C1424134,solute carrier family 22 member 9,C4277658,,11,Rare Single Gene Mutation,2.0,0,,7
9,SLC23A1,C1420145,solute carrier family 23 member 1,C4277658,,5,Rare Single Gene Mutation,3.0,0,,7
9,SLC24A2,C1420147,solute carrier family 24 member 2,C4277658,,9,Rare Single Gene Mutation,2.0,0,,4
9,SLC25A12,C1420153,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12",C1420153,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,26
9,SLC25A27,C1427286,solute carrier family 25 member 27,C4277658,,6,Genetic Association,2.0,0,,1
9,SLC25A39,C1822748,solute carrier family 25 member 39,C4277658,,17,Rare Single Gene Mutation,2.0,0,,3
9,SLC27A4,C1420166,"Solute carrier family 27 (fatty acid transporter), member 4",C1420165,,9,"Rare Single Gene Mutation, Syndromic",2.0,0,,3
9,SLC29A4,C1427914,solute carrier family 29 member 4,C4277658,,7,Rare Single Gene Mutation,2.0,0,,2
9,SLC35B1,C1427131,solute carrier family 35 member B1,C4277658,,17,Genetic Association,2.0,0,,1
9,SLC35G1,C3469826,solute carrier family 35 member G1,C0205615,,10,Rare Single Gene Mutation,2.0,0,,4
9,SLC38A10,C2239933,"solute carrier family 38, member 10",C3897553,,17,Rare Single Gene Mutation,2.0,0,,3
9,SLC45A1,C1822763,solute carrier family 45 member 1,C4277658,,1,"Rare Single Gene Mutation, Syndromic",,1,,6
9,SLC4A10,C1422206,"solute carrier family 4, sodium bicarbonate transporter-like, member 10",C3897553,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,10
9,SLC6A1,C1420206,"Solute carrier family 6 (neurotransmitter transporter), member 1",C1456447,,3,"Rare Single Gene Mutation, Syndromic, Genetic Association",1.0,1,31.15,64
9,SLC6A3,C1420213,"Solute carrier family 6 (neurotransmitter transporter), member 3",C1456447,,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,17
9,SLC6A4,C1420214,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",C0036751,,17,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,31
9,SLC6A8,C1420219,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8",C0010286,,X,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,26
9,SLC7A3,C1420223,"Solute carrier family 7 (cationic amino acid transporter, y+ system), member 3",C0949774,,X,Rare Single Gene Mutation,2.0,0,,3
9,SLC7A5,C1442753,solute carrier family 7 member 5,C4277658,,16,"Rare Single Gene Mutation, Functional",2.0,0,,6
9,SLC7A7,C1420226,solute carrier family 7 member 7,C4277658,,14,Rare Single Gene Mutation,2.0,0,,6
9,SLC9A1,C1420232,solute carrier family 9 member A1,C0933653,,1,Rare Single Gene Mutation,3.0,1,,8
9,SLC9A6,C1420240,"solute carrier family 9 (sodium/hydrogen exchanger), member 6",C3897553,,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,24
9,SLC9A9,C1427060,"solute carrier family 9 (sodium/hydrogen exchanger), member 9",C3897553,,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,17
9,SLCO1B3,C1420132,"Solute carrier organic anion transporter family, member 1B3",C0949791,,12,Rare Single Gene Mutation,2.0,0,,6
9,SLFN5,C1822767,schlafen family member 5,C0086282,,17,Rare Single Gene Mutation,3.0,0,,4
9,SLITRK2,C1422001,SLIT and NTRK like family member 2,C0184904,,X,"Rare Single Gene Mutation, Syndromic, Functional",,1,,8
9,SLITRK5,C1539787,SLIT and NTRK like family member 5,C0184904,,13,"Rare Single Gene Mutation, Functional",2.0,0,,10
9,SMAD4,C0694891,SMAD family member 4,C0385939,,18,"Rare Single Gene Mutation, Syndromic, Functional",2.0,0,,15
9,SMAP2,C2239938,small ArfGAP2,C0700321,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,SMARCA2,C1335841,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",C0001271,,9,"Rare Single Gene Mutation, Syndromic, Genetic Association",1.0,1,,31
9,SMARCA4,C1335843,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",C0001271,,19,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,27
9,SMARCC2,C1335846,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",C0001271,,12,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,10.0,21
9,SMC1A,C1822777,structural maintenance of chromosomes 1A,C0024501,,X,"Rare Single Gene Mutation, Syndromic",,1,,20
9,SMC3,C1822780,structural maintenance of chromosomes 3,C0008666,,10,"Rare Single Gene Mutation, Syndromic",2.0,1,,16
9,SMG6,C1822789,"SMG6, nonsense mediated mRNA decay factor",C0544885,,17,Rare Single Gene Mutation,2.0,0,,5
9,SMURF1,C1539796,SMAD specific E3 ubiquitin protein ligase 1,C0077678,,7,Rare Single Gene Mutation,2.0,0,,3
9,SNAP25,C1420270,"Synaptosomal-associated protein, 25kDa",C0075689,,20,"Rare Single Gene Mutation, Genetic Association",2.0,0,,14
9,SNCAIP,C1420277,synuclein alpha interacting protein,C1420277,,5,Rare Single Gene Mutation,3.0,0,,3
9,SND1,C1822796,staphylococcal nuclease and tudor domain containing 1,C0025965,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10
9,SNTG2,C1422176,syntrophin gamma 2,C1422176,,2,Rare Single Gene Mutation,2.0,0,,7
9,SNX14,C1423104,Sorting nexin 14,C1423104,,6,"Rare Single Gene Mutation, Syndromic",,1,,11
9,SNX5,C1423096,sorting nexin 5,C1423096,,20,Rare Single Gene Mutation,2.0,0,,5
9,SOD1,C1420306,superoxide dismutase 1,C0010461,,21,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,3
9,SON,C0037683,SONDNA binding protein,C0033618,,21,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,11.0,28
9,SORCS3,C1539805,sortilin related VPS10 domain containing receptor 3,C0536670,,10,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,7
9,SOS2,C1420315,SOS Ras/Rho guanine nucleotide exchange factor 2,C0120465,,14,"Rare Single Gene Mutation, Syndromic, Genetic Association",1.0,0,,7
9,SOX5,C1420328,SRY-box 5,C1420328,,12,"Rare Single Gene Mutation, Syndromic, Genetic Association",1.0,1,17.6,26
9,SOX6,C1424266,SRY-box transcription factor 6,C1424266,,11,"Rare Single Gene Mutation, Syndromic",,1,,4
9,SPARCL1,C1420343,SPARC like 1,C1420342,,4,"Rare Single Gene Mutation, Functional",2.0,0,,5
9,SPAST,C1539809,Spastin,C1539809,,2,"Rare Single Gene Mutation, Syndromic",1.0,0,8.1,18
9,SPEN,C1539835,spenfamily transcriptional repressor,C1539835,,1,"Rare Single Gene Mutation, Syndromic",2.0,0,,19
9,SPP2,C1420370,secreted phosphoprotein 2,C1327616,,2,Rare Single Gene Mutation,2.0,0,,4
9,SPRY2,C1420383,sprouty RTK signaling antagonist 2,C3813608,,13,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,4
9,SPTBN1,C1420388,"spectrin beta, non-erythrocytic 1",C0005281,,2,"Rare Single Gene Mutation, Syndromic",2.0,1,,14
9,SRCAP,C1969628,Snf2 related CREBBP activator protein,C1335841,,16,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,19
9,SRGAP3,C1539848,SLIT-ROBO Rho GTPase activating protein 3,C1539848,,3,Rare Single Gene Mutation,2.0,0,,6
9,SRPRA,C1420414,SRP receptor subunit alpha,C1420414,,11,Rare Single Gene Mutation,1.0,0,4.75,3
9,SRRM2,C1424458,serine/arginine repetitive matrix 2,C1424458,,16,"Rare Single Gene Mutation, Syndromic",2.0,1,,15
9,SRSF1,C1419989,serine and arginine rich splicing factor 1,C0036720,,17,"Rare Single Gene Mutation, Syndromic",3.0,1,,4
9,SRSF11,C1419991,serine and arginine rich splicing factor 11,C0036720,,1,Rare Single Gene Mutation,2.0,0,,6
9,SSR4,C1420431,signal sequence receptor subunit 4,C1420431,,X,"Rare Single Gene Mutation, Syndromic",3.0,0,,4
9,SSRP1,C1420432,structure specific recognition protein 1,C0209994,,11,Rare Single Gene Mutation,2.0,0,,3
9,ST7,C1420445,suppression of tumorigenicity 7,C0221103,,7,Rare Single Gene Mutation,2.0,0,,4
9,ST8SIA2,C1539874,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",C0377850,,15,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,12
9,STAG1,C1420448,stromal antigen 1,C1308265,,3,"Rare Single Gene Mutation, Syndromic",,1,,11
