status,gene-symbol,UMLS_by_symbol,gene-name,UMLS_by_name,ensembl-id,chromosome,genetic-category,gene-score,syndromic,eagle,number-of-reports
9,MCM6,C1334493,minichromosome maintenance complex component 6,C0008633,,2,"Rare Single Gene Mutation, Syndromic",2.0,0,,4
9,MCPH1,C1417075,microcephalin 1,C1417075,,8,Rare Single Gene Mutation,2.0,0,,20
9,MDGA2,C1426462,MAM domain containing glycosylphosphatidylinositol anchor 2,C1514562,,14,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10
9,MECP2,C1417098,Methyl CpG binding protein 2,C0173924,,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,106.65,150
9,MED12L,C1537678,mediator complex subunit 12L,,,3,"Rare Single Gene Mutation, Syndromic",2.0,1,,8
9,MED13,C1427770,mediator complex subunit 13,C1427770,,17,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,9.3,21
9,MED13L,C1427815,Mediator complex subunit 13-like,C0755397,,12,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,35.0,59
9,MED23,C1332782,mediator complex subunit 23,C0755397,,6,"Rare Single Gene Mutation, Functional",2.0,0,,4
9,MEF2C,C1417102,myocyte enhancer factor 2C,C0596981,,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,9.85,60
9,LZTS2,C1428848,"leucine zipper, putative tumor suppressor 2",C0079686,,10,Genetic Association,2.0,0,,4
9,MAPT-AS1,C3470936,MAPT antisense RNA 1,C1446659,,17,Genetic Association,2.0,0,,1
9,MEGF10,C1825964,multiple EGF like domains 10,C0242275,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8
9,MEGF11,C1825965,multiple EGF like domains 11,C0242275,,15,"Rare Single Gene Mutation, Functional",2.0,0,,9
9,MEIS2,C1417106,Meis homeobox 2,C1417106,,15,"Rare Single Gene Mutation, Syndromic",1.0,1,7.5,14
9,MEMO1,C1422348,mediator of cell motility 1,C0007608,,2,"Rare Single Gene Mutation, Functional",2.0,0,,3
9,MET,C5551868,met proto-oncogene (hepatocyte growth factor receptor),C0072453,,7,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,43
9,METTL14,C2681660,"methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit",C0025831,,4,"Rare Single Gene Mutation, Functional",3.0,0,,8
9,METTL26,C1422435,methyltransferase like 26,C0025831,,16,Rare Single Gene Mutation,2.0,0,,2
9,MFRP,C1425327,Membrane frizzled-related protein,C0913338,,11,Rare Single Gene Mutation,2.0,0,,9
9,MIB1,C1537692,Mindbomb E3 ubiquitin protein ligase 1,C1537692,,18,Rare Single Gene Mutation,2.0,0,3.6,10
9,MINK1,C1537698,misshapen like kinase 1,C4086590,,17,Rare Single Gene Mutation,3.0,0,,8
9,MIR137,C1537790,microRNA 137,C1101610,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,10
9,MKX,C1826256,mohawk homeobox,C1826256,,10,Rare Single Gene Mutation,1.0,0,0.3,4
9,MLANA,C1334510,melan-A,,,9,Rare Single Gene Mutation,2.0,0,,4
9,MRTFB,C1537922,myocardin related transcription factor B,C0968037,,16,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,12
9,MSANTD2,C3471117,Myb/SANT DNA binding domain containing 2,C1511662,,11,Rare Single Gene Mutation,2.0,0,,2
9,MSL2,C1826309,MSL complex subunit 2,C1826309,,3,"Rare Single Gene Mutation, Syndromic",3.0,0,,7
9,MSL3,C1845101,MSL complex subunit 3,C1845101,,X,"Rare Single Gene Mutation, Syndromic",1.0,1,13.9,9
9,MSR1,C1417374,macrophage scavenger receptor 1,C1417374,,8,Rare Single Gene Mutation,2.0,0,,5
9,MSRA,C1417375,methionine sulfoxide reductase A,C0066125,,8,"Rare Single Gene Mutation, Genetic Association, Functional",3.0,0,,13
9,MSX2,C1417388,msh homeobox 2,C1417388,,5,"Rare Single Gene Mutation, Syndromic",3.0,1,,2
9,MTF1,C1417419,metal-regulatory transcription factor 1,C1417419,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,6
9,MTHFR,C0919427,methylenetetrahydrofolate reductase (NAD(P)H),C0066357,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,25
9,MTOR,C1414805,mechanistic target of rapamycin kinase,C1307407,,1,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,36
9,MTSS2,C2681848,MTSS I-BAR domain containing 2,C1514562,,16,"Rare Single Gene Mutation, Syndromic",,1,,7
9,MUC12,C1417492,"mucin 12, cell surface associated",C0699040,,7,Rare Single Gene Mutation,2.0,0,,6
9,MUC4,C1417496,"mucin 4, cell surface associated",C0699040,,3,Rare Single Gene Mutation,2.0,0,,10
9,MYCBP2,C1428063,MYC binding protein 2,C0086661,,13,"Rare Single Gene Mutation, Syndromic",1.0,0,,11
9,MYH10,C1417535,myosin heavy chain 10,C1417535,,17,Rare Single Gene Mutation,2.0,0,,9
9,MYH4,C1417539,"Myosin, heavy chain 4, skeletal muscle",C0242692,,17,Rare Single Gene Mutation,2.0,0,,7
9,MYH9,C1417544,myosin heavy chain 9,C1417544,,22,Rare Single Gene Mutation,2.0,0,,9
9,MYLK,C1334539,myosin light chain kinase,C0027120,,3,Rare Single Gene Mutation,3.0,0,,4
9,MYO16,C2239765,myosin XVI,C1818840,,13,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10
9,MYO1E,C1417562,myosin IE,C1417562,,15,Rare Single Gene Mutation,2.0,0,,6
9,MYO5A,C1417565,myosin VA,C1417565,,15,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8
9,MYO5C,C1417567,myosin VC,C0042834,,15,Rare Single Gene Mutation,2.0,0,,6
9,MYO7A,C1417569,myosin VIIA,C0382529,,11,Rare Single Gene Mutation,3.0,0,,5
9,MYO9B,C1417572,Myosin IXB,C0027096,,19,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8
9,MYOCD,C1423951,myocardin,C0968037,,17,Rare Single Gene Mutation,3.0,0,,3
9,MYT1L,C1417585,Myelin transcription factor 1-like,C1417585,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,20.35,46
9,NAA10,C1538918,"N-alpha-acetyltransferase 10, NatA catalytic subunit",C0070350,,X,"Rare Single Gene Mutation, Syndromic",3.0,1,,13
9,NAA15,C1538040,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit",C0001068,,4,"Rare Single Gene Mutation, Syndromic",1.0,1,31.7,32
9,NAALADL2,C1826340,N-acetylated alpha-linked acidic dipeptidase-like 2,C1826340,,3,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,NACC1,C1427213,nucleus accumbens associated 1,C0028633,,19,"Rare Single Gene Mutation, Syndromic",1.0,1,,12
9,NASP,C1417601,nuclear autoantigenic sperm protein,C1417601,,1,Rare Single Gene Mutation,3.0,0,,3
9,NAV2,C1423897,neuron navigator 2,C0027882,,11,"Rare Single Gene Mutation, Syndromic",2.0,0,,14
9,NAV3,C1423898,neuron navigator 3,C0027882,,12,Rare Single Gene Mutation,2.0,0,,6
9,NBEA,C1417603,neurobeachin,C1417603,,13,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,,29
9,NCAPH2,C1826385,non-SMC condensin II complex subunit H2,C1826385,,22,Rare Single Gene Mutation,3.0,0,,1
9,NCKAP1,C1417612,NCK-associated protein 1,C1417612,,2,"Rare Single Gene Mutation, Syndromic",1.0,0,24.75,17
9,NCKAP5,C1837421,NCK-associated protein 5,C1417612,,2,Rare Single Gene Mutation,2.0,0,,4
9,NCOA1,C1334866,nuclear receptor coactivator 1,C0384189,,2,Rare Single Gene Mutation,1.0,0,3.0,4
9,NCOR1,C1334870,nuclear receptor corepressor 1,C1334870,,17,"Rare Single Gene Mutation, Functional",2.0,0,,13
9,NEDD4,C1417659,NEDD4E3 ubiquitin protein ligase,C0077678,,15,"Rare Single Gene Mutation, Functional",3.0,0,,4
9,NEGR1,C1424887,neuronal growth regulator 1,C1424887,,1,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,6
9,NEO1,C1334874,Neogenin 1,C0292687,,15,Rare Single Gene Mutation,2.0,0,,4
9,NEXMIF,C1845260,neurite extension and migration factor,C0085103,,X,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,,41
9,NF1,C0085113,"neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)",C0085113,,17,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,9.3,47
9,NFE2L3,C1417702,"nuclear factor, erythroid 2 like 3",C1516960,,7,Rare Single Gene Mutation,2.0,0,,6
9,NFIA,C1417703,nuclear factor I/A,C0069116,,1,"Rare Single Gene Mutation, Syndromic",2.0,0,,19
9,NFIB,C1417704,nuclear factor I B,C0069116,,9,"Rare Single Gene Mutation, Syndromic",2.0,1,,8
9,NFIX,C1417707,nuclear factor I/X (CCAAT-binding transcription factor),C0069116,,19,"Rare Single Gene Mutation, Syndromic",,1,,23
9,NINL,C1865069,Ninein-like,,,20,Rare Single Gene Mutation,2.0,0,,10
9,NIPA1,C1424705,non imprinted in Prader-Willi/Angelman syndrome 1,C0021118,,15,Rare Single Gene Mutation,2.0,0,,6
9,NIPA2,C1538062,non imprinted in Prader-Willi/Angelman syndrome 2,C1538062,,15,Rare Single Gene Mutation,2.0,0,,3
9,NIPBL,C1538063,Nipped-B homolog (Drosophila),C0013138,,5,"Rare Single Gene Mutation, Syndromic",1.0,1,15.3,21
9,NLGN1,C1422548,neuroligin 1,C0297241,,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,23
9,NLGN2,C1422547,Neuroligin 2,C0386529,,17,"Rare Single Gene Mutation, Functional",1.0,0,3.0,17
9,NLGN3,C1422546,neuroligin 3,C0386530,,X,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,6.5,59
9,NLGN4X,C1538067,"neuroligin 4, X-linked",C1432185,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,12.0,45
9,NLGN4Y,C1423557,"neuroligin 4, Y-linked",C1432185,,Y,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,6
9,NOTCH1,C1334889,notch receptor 1,C1334889,,9,"Rare Single Gene Mutation, Functional",2.0,0,,11
9,NOVA2,C1334891,NOVA alternative splicing regulator 2,C3887587,,19,"Rare Single Gene Mutation, Syndromic",,1,,3
9,NPFFR2,C1843897,neuropeptide FF receptor 2,C1843897,,4,Rare Single Gene Mutation,3.0,0,,7
9,NPTN,C1826467,neuroplastin,C1826467,,15,Rare Single Gene Mutation,3.0,0,,3
9,NR1D1,C1417821,nuclear receptor subfamily 1 group D member 1,C0034843,,17,Rare Single Gene Mutation,2.0,0,,4
9,MNT,C1417222,MAX network transcriptional repressor,C0150775,,17,Genetic Association,2.0,0,,1
9,NDUFA5,C1417625,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa",C0041536,,7,Genetic Association,2.0,0,,3
9,NKX2-2,C1417735,NK2 homeobox 2,C1417735,,20,"Genetic Association, Functional",3.0,0,,2
9,NMT1,C1417746,N-myristoyltransferase 1,C1417746,,17,Rare Single Gene Mutation,3.0,0,,4
9,NPAS2,C1417774,neuronal PAS domain protein 2,C0521390,,2,Genetic Association,2.0,0,,4
9,NPAS3,C1426157,neuronal PAS domain protein 3,C0521390,,14,"Rare Single Gene Mutation, Functional",3.0,0,,8
9,NR2F1,C1417833,nuclear receptor subfamily 2 group F member 1,C5441771,,5,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,1,,31
9,NR3C2,C1417835,"Nuclear receptor subfamily 3, group C, member 2",C0441837,,4,"Rare Single Gene Mutation, Syndromic",1.0,1,,12
9,NR4A2,C1417836,nuclear receptor subfamily 4 group A member 2,C0034843,,2,"Rare Single Gene Mutation, Syndromic, Functional",1.0,0,11.5,17
9,MSNP1AS,,"Moesinpseudogene 1, antisense",C0080124,,5,"Genetic Association, Functional",2.0,0,,13
9,NRCAM,C1334901,neuronal cell adhesion molecule,C1314772,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6
9,NRP2,C1417850,neuropilin 2,C0647426,,2,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,11
9,NRXN1,C1417851,neurexin 1,C1417851,,2,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,143.75,125
9,NRXN2,C1417852,neurexin 2,C1417852,,11,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,0,7.0,19
9,NRXN3,C1417853,neurexin 3,C1417853,,14,"Rare Single Gene Mutation, Genetic Association, Functional",1.0,0,11.1,31
9,NSD1,C1422496,nuclear receptor binding SET domain protein 1,C1422496,,5,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,22.9,41
9,NSD2,C1421505,nuclear receptor binding SET domain protein 2,C1421505,,4,"Rare Single Gene Mutation, Syndromic, Functional",2.0,1,,15
9,NSMCE3,C1417615,"NSE3 homolog, SMC5-SMC6 complex component",C1334043,,15,"Rare Single Gene Mutation, Functional",2.0,0,,6
9,NTNG1,C1428031,netrin G1,C1142712,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,1,,8
9,NTNG2,C1422545,netrin G2,C4505297,,9,"Rare Single Gene Mutation, Syndromic",,1,,6
9,NTRK1,C0919487,"neurotrophic tyrosine kinase, receptor, type 1",C0597357,,1,"Rare Single Gene Mutation, Syndromic",2.0,0,,9
9,NTRK2,C1334909,neurotrophic receptor tyrosine kinase 2,C1334909,,9,"Rare Single Gene Mutation, Syndromic",,1,,11
9,NTRK3,C1334910,"neurotrophic tyrosine kinase, receptor, type 3",C0597357,,15,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,15
9,NUAK1,C1826483,"NUAK family, SNF1-like kinase, 1",C1420279,,12,"Rare Single Gene Mutation, Functional",2.0,0,,6
9,NUDCD2,C1538497,NudC domain containing 2,C1514562,,5,Rare Single Gene Mutation,2.0,0,,4
9,NUP133,C1425242,nucleoporin 133kDa,C0949879,,1,Rare Single Gene Mutation,2.0,0,,6
9,NUP155,C1417893,nucleoporin 155,C0949879,,5,Rare Single Gene Mutation,1.0,0,0.1,4
9,NXF1,C1417898,nuclear RNA export factor 1,C1417898,,11,Rare Single Gene Mutation,3.0,0,,2
9,NXPH1,C1427081,neurexophilin 1,C0674690,,7,Rare Single Gene Mutation,2.0,0,,6
9,OCRL,C1417931,oculocerebrorenal syndrome of Lowe,C0028860,,X,"Rare Single Gene Mutation, Syndromic",,1,,11
9,OFD1,C1413833,"OFD1, centriole and centriolar satellite protein",C0007708,,X,"Rare Single Gene Mutation, Syndromic",2.0,0,6.0,7
9,OPHN1,C1417960,oligophrenin 1,C1417960,,X,"Rare Single Gene Mutation, Syndromic",2.0,0,,22
9,OR1C1,C1417987,"olfactory receptor, family 1, subfamily C, member 1",C0164313,,1,Rare Single Gene Mutation,2.0,0,,4
9,OR2T10,C1426255,olfactory receptor family 2 subfamily T member 10,C1418052,,1,Rare Single Gene Mutation,2.0,0,,4
9,OR52M1,C1423316,"Olfactory receptor, family 52, subfamily M, member 1",C0164313,,11,Rare Single Gene Mutation,2.0,0,,3
9,OTUD7A,C1826524,OTU deubiquitinase 7A,C1150158,,15,"Rare Single Gene Mutation, Functional",2.0,0,,9
9,OTX1,C1418201,orthodenticle homeobox 1,C1418201,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,OXT,C1418208,oxytocin/neurophysin I prepropeptide,,,20,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,OXTR,C1418209,oxytocin receptor,C0069841,,3,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,52
9,P2RX5,C1418214,"Purinergic receptor P2X, ligand gated ion channel, 5",C0815090,,17,Rare Single Gene Mutation,2.0,0,,6
9,P4HA2,C1418223,"Prolyl 4-hydroxylase, alpha polypeptide II",C0033384,,5,Rare Single Gene Mutation,2.0,0,,5
9,PABPC1,C1442738,poly(A) binding protein cytoplasmic 1,C1442738,,8,"Rare Single Gene Mutation, Syndromic",3.0,1,,6
9,PACS1,C1538563,phosphofurin acidic cluster sorting protein 1,,,11,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,1.35,21
9,PACS2,C1538564,phosphofurin acidic cluster sorting protein 2,,,14,"Rare Single Gene Mutation, Syndromic, Functional",,1,,14
9,PAFAH1B2,C1418246,platelet activating factor acetylhydrolase 1b catalytic subunit 2,C0600499,,11,Rare Single Gene Mutation,2.0,0,,4
9,PAH,C1418251,Phenylalanine hydroxylase,C0031456,,12,"Rare Single Gene Mutation, Syndromic",1.0,0,,12
9,PAK1,C1418259,p21 (RAC1) activated kinase 1,C0079471,,11,"Rare Single Gene Mutation, Syndromic",,1,,8
9,PAK2,C1418260,p21 (RAC1) activated kinase 2,C0079471,,3,"Rare Single Gene Mutation, Syndromic",2.0,0,,6
9,PAPOLG,C1423109,poly(A) polymerase gamma,C1423109,,2,Rare Single Gene Mutation,2.0,0,,7
9,PARD3B,C1826542,Par-3 partitioning defective 3 homolog B (C. elegans),C1825819,,2,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10
9,OR2M4,C1418045,"Olfactory receptor, family 2, subfamily M, member 4",C0164313,,1,Genetic Association,2.0,0,,1
9,PATJ,C1537407,"PATJ, crumbs cell polarity complex component",C4690957,,1,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7
9,PAX5,C1335193,Paired box 5,C1335193,,9,Rare Single Gene Mutation,1.0,0,5.75,10
9,PAX6,C1418276,Paired box 6,C1418276,,11,"Rare Single Gene Mutation, Syndromic, Functional",,1,,9
9,PBX1,C1418285,PBX homeobox 1,C1418285,,1,Rare Single Gene Mutation,2.0,0,,9
9,PC,C1418288,pyruvate carboxylase,C0034340,,11,Rare Single Gene Mutation,3.0,0,,8
9,PCCA,C1418303,propionyl-CoA carboxylase alpha subunit,C1418303,,13,"Rare Single Gene Mutation, Syndromic",,1,,13
9,PCCB,C1418304,propionyl-CoA carboxylase beta subunit,C1418304,,3,"Rare Single Gene Mutation, Syndromic",1.0,1,,12
9,PCDH10,C1421975,protocadherin 10,C1421975,,4,"Rare Single Gene Mutation, Functional",2.0,0,,12
9,PCDH11X,C1418306,protocadherin 11 X-linked,C1418306,,X,"Rare Single Gene Mutation, Genetic Association",2.0,0,1.1,5
9,PCDH15,C1422830,protocadherin related 15,C1418308,,10,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,14
9,PCDH19,C1422530,protocadherin 19,C1418308,,X,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,,70
9,PCDH9,C1418310,protocadherin 9,C1418308,,13,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,13
9,PCDHA1,C1418312,Protocadherin alpha 1,C1418312,,5,"Rare Single Gene Mutation, Syndromic, Genetic Association",2.0,0,,5
9,PCDHA10,C1418313,Protocadherin alpha 10,C1418313,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6
9,PCDHA11,C1418314,Protocadherin alpha 11,C1418314,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6
9,PCDHA12,C1418315,Protocadherin alpha 12,C1418315,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,PCDHA13,C1418316,Protocadherin alpha 13,C1418316,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,PCDHA2,C1418317,Protocadherin alpha 2,C1418317,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6
9,PCDHA3,C1418318,Protocadherin alpha 3,C1418318,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,PCDHA4,C1418319,Protocadherin alpha 4,C1418319,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,6
9,PCDHA5,C1418320,Protocadherin alpha 5,C1418320,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,8
9,PCDHA6,C1418321,Protocadherin alpha 6,C1418321,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,PCDHA7,C1418322,Protocadherin alpha 7,C1418322,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7
9,PCDHA8,C1418323,Protocadherin alpha 8,C1418323,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,PCDHA9,C1418324,Protocadherin alpha 9,C1418324,,5,"Rare Single Gene Mutation, Genetic Association, Functional",2.0,0,,5
9,PCDHAC1,C1418325,"Protocadherin alpha subfamily C, 1",C1418326,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,PCDHAC2,C1418326,"Protocadherin alpha subfamily C, 2",C1418326,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,4
9,PCLO,C1421976,piccolo presynaptic cytomatrix protein,C1452990,,7,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",2.0,0,,12
9,PCM1,C1418374,pericentriolar material 1,C1418374,,8,Rare Single Gene Mutation,2.0,0,,6
9,PDCD1,C1418401,programmed cell death 1,C1418401,,2,Rare Single Gene Mutation,2.0,0,,4
9,PDE1C,C1418416,phosphodiesterase 1C,C1418416,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3
9,PDE3B,C1418419,phosphodiesterase 3B,C0528220,,11,Rare Single Gene Mutation,3.0,0,,8
9,PDHA1,C1418437,pyruvate dehydrogenase E1 subunit alpha 1,C1418437,,X,"Rare Single Gene Mutation, Genetic Association",3.0,0,,8
9,PDK2,C1418441,pyruvate dehydrogenase kinase 2,C1418441,,17,Rare Single Gene Mutation,2.0,0,,6
9,PDZD8,C1428638,PDZ domain containing 8,C1956036,,10,"Rare Single Gene Mutation, Syndromic, Functional",,1,,6
9,PEBP4,C2675903,phosphatidylethanolamine binding protein 4,C2675903,,8,Rare Single Gene Mutation,3.0,0,,2
9,PER1,C1418464,period homolog 1 (Drosophila),C0013138,,17,"Rare Single Gene Mutation, Genetic Association",2.0,0,,10
9,PER2,C1418465,period circadian clock 2,C0025344,,2,Rare Single Gene Mutation,2.0,0,6.75,8
9,PEX7,C1418479,peroxisomal biogenesis factor 7,C1418479,,6,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,PHB1,C1335208,prohibitin 1,C1335208,,17,Genetic Association,2.0,0,,1
9,PHF12,C1427146,PHD finger protein 12,C1308534,,17,Rare Single Gene Mutation,1.0,0,9.5,5
9,PHF14,C1427761,PHD finger protein 14,C1308534,,7,"Rare Single Gene Mutation, Syndromic",3.0,0,,7
9,PHF2,C1418528,PHD finger protein 2,C1308534,,9,Rare Single Gene Mutation,1.0,0,4.25,8
9,PHF21A,C1538635,PHD finger protein 21A,C1308534,,11,"Rare Single Gene Mutation, Syndromic, Functional",1.0,1,5.35,23
9,PHF3,C1418529,PHD finger protein 3,C1308534,,6,Rare Single Gene Mutation,1.0,0,9.75,5
9,PHF7,C1425528,PHD finger protein 7,C1308534,,3,Rare Single Gene Mutation,2.0,0,,4
9,PHF8,C1538632,PHD finger protein 8,C1308534,,X,"Rare Single Gene Mutation, Syndromic",,1,,18
9,PHIP,C1423647,pleckstrin homology domain interacting protein,C1423647,,6,"Rare Single Gene Mutation, Syndromic",1.0,1,,30
9,PHLPP1,C1538638,PH domain and leucine rich repeat protein phosphatase 1,C1518792,,18,Rare Single Gene Mutation,3.0,0,,7
9,PHRF1,C2673188,PHD and ring finger domains 1,C1521759,,11,Rare Single Gene Mutation,2.0,0,,5
9,PIK3CA,C4760708,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",C1335212,,3,"Rare Single Gene Mutation, Syndromic",3.0,0,,11
9,PIK3CG,C1335214,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",C0007382,,7,"Rare Single Gene Mutation, Genetic Association",2.0,0,,5
9,PIK3R2,C1418577,phosphoinositide-3-kinase regulatory subunit 2,C1418577,,19,"Rare Single Gene Mutation, Syndromic",,1,,11
9,PITX1,C1418595,paired-like homeodomain 1,C1418595,,5,"Rare Single Gene Mutation, Genetic Association",2.0,0,,7
9,PJA1,C1424463,praja ring finger ubiquitin ligase 1,C1424463,,X,Syndromic,3.0,1,,1
9,PKD1,C1418599,"polycystin 1, transient receptor potential channel interacting",C1563722,,16,Rare Single Gene Mutation,3.0,0,,10
9,PLAA,C1418627,phospholipase A2 activating proteinÂ ,C2245662,,9,"Rare Single Gene Mutation, Syndromic, Functional",3.0,0,,8
9,PLAUR,C1367689,"Plasminogen activator, urokinase receptor",C0032144,,19,"Rare Single Gene Mutation, Genetic Association",2.0,0,,3
9,PLCB1,C1423830,"phospholipase C, beta 1 (phosphoinositide-specific)",C0031669,,20,Rare Single Gene Mutation,2.0,0,,9
9,PLCD4,C1418637,phospholipase C delta 4,C1418637,,2,Rare Single Gene Mutation,2.0,0,,5
9,PLEKHA8,C1538671,pleckstrin homology domain containing A8,C0933644,,7,Rare Single Gene Mutation,3.0,0,,2
9,PLN,C1418650,phospholamban,C0070876,,6,Rare Single Gene Mutation,2.0,0,,4
9,PLPPR4,C1843041,phospholipid phosphatase related 4,C1335236,,1,"Rare Single Gene Mutation, Functional",3.0,0,,7
9,PLXNA3,C1418662,plexin A3,C1418662,,X,"Rare Single Gene Mutation, Syndromic",2.0,0,,11
9,PLXNA4,C1826602,Plexin A4,C1826602,,7,"Rare Single Gene Mutation, Functional",2.0,0,,7
9,PLXNB1,C1418664,plexin B1,C1418664,,3,Rare Single Gene Mutation,2.0,0,,5
9,PNPLA7,C1826638,patatin like phospholipase domain containing 7,C0031671,,9,Rare Single Gene Mutation,2.0,0,,7
9,POGZ,C1425785,Pogo transposable element with ZNF domain,C0012868,,1,"Rare Single Gene Mutation, Syndromic, Genetic Association, Functional",1.0,1,35.4,71
9,POLA2,C1538693,"DNA polymerase alpha 2, accessory subunit",C0012888,,11,Rare Single Gene Mutation,2.0,0,,7
9,POLR2A,C1335231,RNA polymerase II subunit A,C1335231,,17,"Rare Single Gene Mutation, Syndromic",3.0,1,,13
9,POLR3A,C1538695,RNA polymerase III subunit A,C1538696,,10,"Rare Single Gene Mutation, Syndromic",3.0,1,,14
9,POMGNT1,C1826644,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",C3541201,,1,"Rare Single Gene Mutation, Syndromic",1.0,1,1.0,10
9,POMT1,C1418752,protein O-mannosyltransferase 1,C1418752,,9,Rare Single Gene Mutation,2.0,0,,4
9,PON1,C1418754,paraoxonase 1,C1418754,,7,Genetic Association,2.0,0,,5
9,POT1,C1538704,Protection of telomeres 1 homolog (S. pombe),C1334043,,7,Rare Single Gene Mutation,2.0,0,,3
9,POU3F3,C1418763,POU class 3 homeobox 3,C1418763,,2,"Rare Single Gene Mutation, Syndromic",,1,,5
9,PPFIA1,C1418785,PTPRF interacting protein alpha 1,C1741255,,11,Rare Single Gene Mutation,2.0,0,,6
9,PPFIA3,C1418787,PTPRF interacting protein alpha 3,C1741255,,19,"Rare Single Gene Mutation, Syndromic, Functional",3.0,1,,8
9,PPM1D,C1418816,"protein phosphatase, Mg2+/Mn2+ dependent 1D",C1416886,,17,"Rare Single Gene Mutation, Syndromic",2.0,1,,12
9,PPP1R1B,C1418825,"Protein phosphatase 1, regulatory (inhibitor) subunit 1B",C1956003,,17,"Rare Single Gene Mutation, Genetic Association",2.0,0,,2
9,PPP1R9B,C1418835,protein phosphatase 1 regulatory subunit 9B,C1418835,,17,Rare Single Gene Mutation,1.0,0,1.5,5
9,PPP2CA,C1335241,protein phosphatase 2 catalytic subunit alpha,C1335241,,5,"Rare Single Gene Mutation, Syndromic",,1,,5
