ID,gene_symbol,Gene title,string_protein_id,uniprot_id,source
234424_at,LOC105377776,uncharacterized LOC105377776,,,
234426_x_at,PIH2,pregnancy-induced hypertension syndrome-related protein,,,
234427_at,YME1L1,YME1 like 1 ATPase,9606.ENSP00000318480,,
234429_at,LINC00476,uncharacterized LOC101930476///long intergenic non-protein coding RNA 476,,,
234430_at,ANTXR1,anthrax toxin receptor 1,9606.ENSP00000301945,,
234431_at,GSN,gelsolin,9606.ENSP00000362924,,
234433_at,LOC105373460,uncharacterized LOC105373460,,,
234436_x_at,OBP2A,odorant binding protein 2A,9606.ENSP00000342097,,
234440_at,TRDV3,T cell receptor delta variable 3,,,
234443_at,CLSTN2-AS1,CLSTN2 antisense RNA 1,,,
234445_at,ZNRD1ASP,"zinc ribbon domain containing 1 antisense, pseudogene",,,
234450_at,PROKR2,prokineticin receptor 2,9606.ENSP00000217270,,
234452_at,HIBADH,3-hydroxyisobutyrate dehydrogenase,9606.ENSP00000265395,,
234453_s_at,LRRC74A,leucine rich repeat containing 74A,9606.ENSP00000377369,,
234455_at,ZFP1,ZFP1 zinc finger protein,9606.ENSP00000457044,,
234456_at,TRAPPC4,microRNA 3656///trafficking protein particle complex 4,9606.ENSP00000436005,,
234457_at,ZNRD1ASP,"HLA complex group 8///zinc ribbon domain containing 1 antisense, pseudogene",,,
234458_at,ANPEP,"alanyl aminopeptidase, membrane",9606.ENSP00000300060,,
234459_at,PPHLN1,periphilin 1,9606.ENSP00000378935,,
234460_at,Ndufaf4,NADH:ubiquinone oxidoreductase complex assembly factor 4,,,
234461_at,RNF215,ring finger protein 215,9606.ENSP00000371800,,
234462_at,CD247,CD247 molecule,9606.ENSP00000354782,,
234464_s_at,EME1,essential meiotic structure-specific endonuclease 1,9606.ENSP00000376952,,
234465_at,EME1,essential meiotic structure-specific endonuclease 1,9606.ENSP00000376952,,
234466_at,FAM20C,family with sequence similarity 20 member C,9606.ENSP00000322323,,
234469_at,OR51B4,olfactory receptor family 51 subfamily B member 4,9606.ENSP00000369573,,
234471_s_at,NCOA5,nuclear receptor coactivator 5,9606.ENSP00000290231,,
234472_at,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,9606.ENSP00000344260,,
234472_at,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,9606.ENSP00000387239,,
234473_at,LOC101928697,uncharacterized LOC101928697,,,
234474_x_at,IL6ST,interleukin 6 signal transducer,9606.ENSP00000370698,,
234475_x_at,CCKBR,cholecystokinin B receptor,9606.ENSP00000435534,,
234476_at,DNAH7,dynein axonemal heavy chain 7,9606.ENSP00000311273,,
234477_at,IGHA1,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant alpha 1,,,
234479_at,PCDHB18P,protocadherin beta 18 pseudogene,,,
234480_at,DKFZP761C1711,uncharacterized protein DKFZp761C1711,,,
234483_at,ACSS1,acyl-CoA synthetase short-chain family member 1,9606.ENSP00000316924,,
234484_s_at,ACSS1,acyl-CoA synthetase short-chain family member 1,9606.ENSP00000316924,,
234486_at,OR51B2,olfactory receptor family 51 subfamily B member 2 (gene/pseudogene),9606.ENSP00000485407,,
234488_s_at,GMCL1,"germ cell-less, spermatogenesis associated 1 pseudogene 1///germ cell-less, spermatogenesis associated 1",9606.ENSP00000282570,,
234491_s_at,SAV1,salvador family WW domain containing protein 1,9606.ENSP00000324729,,
234493_at,LINC01257,uncharacterized LOC101929974///long intergenic non-protein coding RNA 1257,,,
234495_at,KLK15,kallikrein related peptidase 15,9606.ENSP00000469315,,
234496_x_at,NYX,nyctalopin,9606.ENSP00000340328,,
234498_at,M1AP,meiosis 1 associated protein,9606.ENSP00000290536,,
234504_at,SUN5,Sad1 and UNC84 domain containing 5,9606.ENSP00000348496,,
234506_at,LOC101929180,uncharacterized LOC101929180,,,
234511_at,ANKRD60,ankyrin repeat domain 60,9606.ENSP00000396747,,
234513_at,ELOVL3,ELOVL fatty acid elongase 3,9606.ENSP00000359022,,
234514_at,SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,9606.ENSP00000217188,,
234515_at,PCGEM1,"PCGEM1, prostate-specific transcript (non-protein coding)",,,
234519_at,NOBOX,NOBOX oogenesis homeobox,9606.ENSP00000419457,,
234520_at,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",9606.ENSP00000433488,,
234521_at,OR51I2,olfactory receptor family 51 subfamily I member 2,9606.ENSP00000493016,,
234524_at,PRDM15,PR/SET domain 15,9606.ENSP00000269844,,
234525_at,DKFZP761C1711,uncharacterized protein DKFZp761C1711,,,
234526_at,OR51B6,olfactory receptor family 51 subfamily B member 6,9606.ENSP00000369568,,
234527_at,NCAM2,neural cell adhesion molecule 2,9606.ENSP00000298231,,
234527_at,NCAM2,neural cell adhesion molecule 2,9606.ENSP00000383392,,
234529_at,PCGEM1,"PCGEM1, prostate-specific transcript (non-protein coding)",,,
234530_s_at,ZNRD1,zinc ribbon domain containing 1,9606.ENSP00000331111,,
234533_at,BCL2L14,BCL2 like 14,9606.ENSP00000309132,,
234536_at,SARDH,sarcosine dehydrogenase,9606.ENSP00000360938,,
234539_at,ADARB1,"adenosine deaminase, RNA specific B1",9606.ENSP00000353920,,
234540_at,GCNT7,glucosaminyl (N-acetyl) transferase family member 7,9606.ENSP00000482600,,
234541_s_at,ARHGEF12,Rho guanine nucleotide exchange factor 12,9606.ENSP00000380942,,
234542_at,ARHGEF12,Rho guanine nucleotide exchange factor 12,9606.ENSP00000380942,,
234544_at,ARHGEF12,Rho guanine nucleotide exchange factor 12,9606.ENSP00000380942,,
234545_at,OR14J1,olfactory receptor family 14 subfamily J member 1,9606.ENSP00000492893,,
234551_at,OTOP2,otopetrin 2,9606.ENSP00000332528,,
234552_at,EPPK1,epiplakin 1,9606.ENSP00000484472,,
234554_at,KCNK16,potassium two pore domain channel subfamily K member 16,9606.ENSP00000391498,,
234555_at,EPPK1,epiplakin 1,9606.ENSP00000484472,,
234561_at,SLC2A13,solute carrier family 2 member 13,9606.ENSP00000280871,,
234568_at,SCAMP5,secretory carrier membrane protein 5,9606.ENSP00000355387,,
234570_at,ZNF71,zinc finger protein 71,9606.ENSP00000328245,,
234573_at,LOC101929718,uncharacterized LOC101929718,,,
234575_at,ZNF71,zinc finger protein 71,9606.ENSP00000328245,,
234576_at,ANPEP,"alanyl aminopeptidase, membrane",9606.ENSP00000300060,,
234580_at,TMEM106A,transmembrane protein 106A,9606.ENSP00000483246,,
234580_at,TMEM106A,transmembrane protein 106A,9606.ENSP00000490609,,
234583_at,CHL1,cell adhesion molecule L1 like,9606.ENSP00000256509,,
234583_at,CHL1,cell adhesion molecule L1 like,9606.ENSP00000440402,,
234584_s_at,ATE1,arginyltransferase 1,9606.ENSP00000224652,,
234586_at,SARDH,sarcosine dehydrogenase,9606.ENSP00000360938,,
234589_at,TMEM106A,transmembrane protein 106A,9606.ENSP00000483246,,
234589_at,TMEM106A,transmembrane protein 106A,9606.ENSP00000490609,,
234594_at,ITPK1-AS1,ITPK1 antisense RNA 1,,,
234595_at,CATX-1,uncharacterized LOC100506513,,,
234598_at,MYO19,myosin XIX,9606.ENSP00000479518,,
234605_at,CDC14B,cell division cycle 14B,9606.ENSP00000364389,,
234605_at,CDC14B,cell division cycle 14B,9606.ENSP00000364405,,
234607_at,ARRDC1,arrestin domain containing 1,9606.ENSP00000360475,,
234608_at,LAMA3,laminin subunit alpha 3,9606.ENSP00000230538,,
234608_at,LAMA3,laminin subunit alpha 3,9606.ENSP00000324532,,
234610_at,HSPA12B,heat shock protein family A (Hsp70) member 12B,9606.ENSP00000254963,,
234611_at,LGALS8-AS1,LGALS8 antisense RNA 1,,,
234614_at,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",9606.ENSP00000433488,,
234617_at,OR52D1,olfactory receptor family 52 subfamily D member 1,9606.ENSP00000326232,,
234626_at,OR51I1,olfactory receptor family 51 subfamily I member 1,9606.ENSP00000369559,,
234627_at,FLJ21408,uncharacterized LOC400512,,,
234628_at,RAB28,"RAB28, member RAS oncogene family",9606.ENSP00000328551,,
234631_at,KRTAP4-8,keratin associated protein 4-8,9606.ENSP00000328444,,
234633_at,KRTAP4-11,keratin associated protein 4-11,9606.ENSP00000375232,,
234635_at,KRTAP4-1,keratin associated protein 4-1,9606.ENSP00000381489,,
234637_at,KRTAP4-5,keratin associated protein 4-5,9606.ENSP00000340546,,
234639_x_at,KRTAP9-8,keratin associated protein 9-8,9606.ENSP00000254072,,
234644_x_at,TNFRSF10C,TNF receptor superfamily member 10c,9606.ENSP00000349324,,
234644_x_at,TNFRSF10C,TNF receptor superfamily member 10c,9606.ENSP00000493787,,
234647_at,PROM2,prominin 2,9606.ENSP00000318270,,
234648_s_at,NXF5,nuclear RNA export factor 5,9606.ENSP00000426978,,
234652_at,LOC105376944,uncharacterized LOC105376944,,,
234653_at,NLRP2B,NLR family pyrin domain containing 2B,9606.ENSP00000488995,,
234660_s_at,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",9606.ENSP00000315569,,
234660_s_at,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",9606.ENSP00000321711,,
234660_s_at,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",9606.ENSP00000366997,,
234661_at,CCDC57,coiled-coil domain containing 57,9606.ENSP00000376154,,
234662_at,RAD21L1,RAD21 cohesin complex component like 1,9606.ENSP00000386414,,
234664_at,LOC388572,uncharacterized LOC101929819///uncharacterized LOC101060494///long intergenic non-protein coding RNA 1001///long intergenic non-protein coding RNA 1347///uncharacterized LOC388572,,,
234665_x_at,HHLA3,HERV-H LTR-associating 3,9606.ENSP00000359978,,
234669_x_at,EMSY,"EMSY, BRCA2 interacting transcriptional repressor",9606.ENSP00000379144,,
234669_x_at,EMSY,"EMSY, BRCA2 interacting transcriptional repressor",9606.ENSP00000433205,,
234671_at,KRTAP4-2,keratin associated protein 4-2,9606.ENSP00000366955,,
234672_s_at,NDC1,NDC1 transmembrane nucleoporin,9606.ENSP00000360483,,
234673_at,HHLA2,HERV-H LTR-associating 2,9606.ENSP00000350402,,
234674_at,RAB28,"RAB28, member RAS oncogene family",9606.ENSP00000328551,,
234676_s_at,N6AMT1,N-6 adenine-specific DNA methyltransferase 1 (putative),9606.ENSP00000303584,,
234677_at,LOC105376689,uncharacterized LOC105376689,,,
234678_at,KRTAP4-3,keratin associated protein 4-3,9606.ENSP00000375151,,
234679_at,KRTAP9-3,keratin associated protein 9-3,9606.ENSP00000392189,,
234680_at,KRTAP17-1,keratin associated protein 17-1,9606.ENSP00000333993,,
234681_s_at,CHD6,chromodomain helicase DNA binding protein 6,9606.ENSP00000362330,,
234682_at,BTBD9,BTB domain containing 9,9606.ENSP00000418751,,
234683_at,KRTAP4-6,keratin-associated protein 4-8-like///keratin associated protein 4-6,9606.ENSP00000328270,,
234684_s_at,KRTAP4-4,keratin associated protein 4-4,9606.ENSP00000375076,,
234685_x_at,KRTAP4-9,keratin associated protein 4-9,9606.ENSP00000375234,,
234686_at,SUGT1P1,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 1",,,
234687_x_at,LIMD1,LIM domains containing 1,9606.ENSP00000273317,,
234688_x_at,CNTROB,"centrobin, centriole duplication and spindle assembly protein",9606.ENSP00000369614,,
234689_at,PTCHD4,patched domain containing 4,9606.ENSP00000341914,,
234691_at,KRTAP2-1,keratin associated protein 2-1,9606.ENSP00000375238,,
234691_at,KRTAP2-1,keratin associated protein 2-1,9606.ENSP00000381494,,
234693_at,LOC105376689,uncharacterized LOC105376689,,,
234694_at,CNTROB,"centrobin, centriole duplication and spindle assembly protein",9606.ENSP00000369614,,
234695_x_at,NUTM2B,NUT family member 2B,9606.ENSP00000394623,,
234697_x_at,TAMM41,TAM41 mitochondrial translocator assembly and maintenance homolog,9606.ENSP00000398596,,
234698_at,N6AMT1,N-6 adenine-specific DNA methyltransferase 1 (putative),9606.ENSP00000303584,,
234699_at,RNASE7,ribonuclease A family member 7,9606.ENSP00000298690,,
234700_s_at,RNASE7,ribonuclease A family member 7,9606.ENSP00000298690,,
234701_at,ANKRD11,ankyrin repeat domain 11,9606.ENSP00000301030,,
234702_x_at,CFTR,cystic fibrosis transmembrane conductance regulator,9606.ENSP00000003084,,
234703_at,HHLA3,HERV-H LTR-associating 3,9606.ENSP00000359978,,
234704_at,LOC105376944,uncharacterized LOC105376944,,,
234705_at,CATX-1,uncharacterized LOC100506513,,,
234706_x_at,CFTR,cystic fibrosis transmembrane conductance regulator,9606.ENSP00000003084,,
234707_x_at,IGLV1-44,immunoglobulin lambda variable 1-44,,,
234708_at,SMUG1,single-strand-selective monofunctional uracil-DNA glycosylase 1,9606.ENSP00000424191,,
234709_at,CAPN13,calpain 13,9606.ENSP00000295055,,
234710_s_at,PARP6,poly(ADP-ribose) polymerase family member 6,9606.ENSP00000456348,,
234711_s_at,BCORL1,BCL6 corepressor-like 1,9606.ENSP00000437775,,
234712_at,LINC00470,long intergenic non-protein coding RNA 470,,,
234714_x_at,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,9606.ENSP00000350310,,
234714_x_at,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,9606.ENSP00000353414,,
234715_at,GOLGA2P2Y,"golgin A2 pseudogene 3, Y-linked///golgin A2 pseudogene 2, Y-linked",,,
234716_at,ZIC1,Zic family member 1,9606.ENSP00000282928,,
234718_at,ANO2,anoctamin 2,9606.ENSP00000348453,,
234719_at,LAMA3,laminin subunit alpha 3,9606.ENSP00000230538,,
234719_at,LAMA3,laminin subunit alpha 3,9606.ENSP00000324532,,
234720_s_at,TOB2,"transducer of ERBB2, 2",9606.ENSP00000331305,,
234721_s_at,CYP26B1,cytochrome P450 family 26 subfamily B member 1,9606.ENSP00000001146,,
234722_x_at,OBP2B,odorant binding protein 2B,9606.ENSP00000484615,,
234724_x_at,PCDHB18P,protocadherin beta 18 pseudogene,,,
234725_s_at,SEMA4B,semaphorin 4B,9606.ENSP00000394720,,
234726_s_at,TMEM168,transmembrane protein 168,9606.ENSP00000323068,,
234727_at,DNAH7,dynein axonemal heavy chain 7,9606.ENSP00000311273,,
234728_s_at,DHX35,DEAH-box helicase 35,9606.ENSP00000252011,,
234729_at,PHKG1,phosphorylase kinase catalytic subunit gamma 1,9606.ENSP00000445440,,
234730_s_at,RIPK4,receptor interacting serine/threonine kinase 4,9606.ENSP00000332454,,
234732_s_at,EFCAB6,EF-hand calcium binding domain 6,9606.ENSP00000262726,,
234733_s_at,FANCM,Fanconi anemia complementation group M,9606.ENSP00000267430,,
234733_s_at,FANCM,Fanconi anemia complementation group M,9606.ENSP00000308583,,
234733_s_at,FANCM,Fanconi anemia complementation group M,9606.ENSP00000464357,,
234734_s_at,TNRC6A,trinucleotide repeat containing 6A,9606.ENSP00000379144,,
234735_s_at,USP21,ubiquitin specific peptidase 21,9606.ENSP00000356981,,
234735_s_at,USP21,ubiquitin specific peptidase 21,9606.ENSP00000383044,,
234736_at,JPH3,junctophilin 3,9606.ENSP00000284262,,
234737_at,NT5DC3,5'-nucleotidase domain containing 3,9606.ENSP00000376615,,
234738_s_at,KLHDC4,kelch domain containing 4,9606.ENSP00000270583,,
234740_at,CDC14B,cell division cycle 14B,9606.ENSP00000364389,,
234740_at,CDC14B,cell division cycle 14B,9606.ENSP00000364405,,
234741_at,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,9606.ENSP00000350310,,
234741_at,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,9606.ENSP00000353414,,
234742_at,SIRPG,signal regulatory protein gamma,9606.ENSP00000305529,,
234743_at,LIMD1,LIM domains containing 1,9606.ENSP00000273317,,
234744_x_at,KIF20B,kinesin family member 20B,9606.ENSP00000360793,,
234747_at,TRAPPC11,trafficking protein particle complex 11,9606.ENSP00000335371,,
234748_x_at,KIF20B,kinesin family member 20B,9606.ENSP00000360793,,
234749_s_at,POC1A,POC1 centriolar protein A,9606.ENSP00000296484,,
234750_at,CACNG8,calcium voltage-gated channel auxiliary subunit gamma 8,9606.ENSP00000270458,,
234751_s_at,NLGN3,neuroligin 3,9606.ENSP00000351591,,
234752_x_at,DMD,dystrophin,9606.ENSP00000354923,,
234754_at,SLC37A1,solute carrier family 37 member 1,9606.ENSP00000344648,,
234756_at,CACNG8,calcium voltage-gated channel auxiliary subunit gamma 8,9606.ENSP00000270458,,
234757_at,LOC100129884,uncharacterized LOC100129884,,,
234759_at,LOC100287497,septin 7 pseudogene,,,
234760_at,OR2H4P,olfactory receptor family 2 subfamily H member 4 pseudogene,,,
234761_at,UVSSA,UV stimulated scaffold protein A,9606.ENSP00000425130,,
234762_x_at,NLN,neurolysin,9606.ENSP00000370372,,
234764_x_at,IGLC1,immunoglobulin lambda joining 3///immunoglobulin lambda variable 1-44///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1,,,
234766_at,OR8D2,olfactory receptor family 8 subfamily D member 2 (gene/pseudogene),9606.ENSP00000485661,,
234769_at,DKFZp547J222,uncharacterized LOC84237,,,
234770_at,OR51A1P,olfactory receptor family 51 subfamily A member 1 pseudogene,,,
234771_at,DKFZp547J222,uncharacterized LOC84237,,,
234772_s_at,KRTAP2-1,keratin associated protein 2-2///keratin associated protein 2-1,9606.ENSP00000375238,,
234772_s_at,KRTAP2-1,keratin associated protein 2-2///keratin associated protein 2-1,9606.ENSP00000381494,,
234773_x_at,LOC101928288,uncharacterized LOC101928288,,,
234774_at,R3HDML,R3H domain containing like,9606.ENSP00000217043,,
234775_at,OR51B5,olfactory receptor family 51 subfamily B member 5,9606.ENSP00000300773,,
234776_at,DMBX1,diencephalon/mesencephalon homeobox 1,9606.ENSP00000353132,,
234777_at,OR51M1,olfactory receptor family 51 subfamily M member 1,9606.ENSP00000493005,,
234781_at,OR1E1,olfactory receptor family 3 subfamily A member 3///olfactory receptor family 1 subfamily E member 2///olfactory receptor family 1 subfamily E member 1,9606.ENSP00000313384,,
234782_at,KLHL31,kelch like family member 31,9606.ENSP00000359942,,
234787_at,DKFZp564H213,uncharacterized LOC440432,,,
234791_at,GSX1,GS homeobox 1,9606.ENSP00000304331,,
234792_x_at,IGHA1,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant alpha 1,,,
234796_at,CABP7,calcium binding protein 7,9606.ENSP00000216144,,
234799_at,ADARB1,"adenosine deaminase, RNA specific B1",9606.ENSP00000353920,,
234801_s_at,ACSS1,acyl-CoA synthetase short-chain family member 1,9606.ENSP00000316924,,
234803_at,CSTL1,cystatin like 1,9606.ENSP00000344907,,
234804_at,PROX2,prospero homeobox 2,9606.ENSP00000451223,,
234806_at,ORF1,"uncharacterized protein, clone pT-Adv JuaX22",9606.ENSP00000265602,,
234806_at,ORF1,"uncharacterized protein, clone pT-Adv JuaX22",9606.ENSP00000294129,,
234809_at,ZC4H2,zinc finger C4H2-type containing,9606.ENSP00000363972,,
234810_at,ZFP1,ZFP1 zinc finger protein,9606.ENSP00000457044,,
234811_at,CENPN,centromere protein N,9606.ENSP00000377007,,
234812_at,LRRC59,leucine rich repeat containing 59,9606.ENSP00000225972,,
234813_at,TMEM108,transmembrane protein 108,9606.ENSP00000324651,,
234815_at,MYCN,v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog,9606.ENSP00000281043,,
234816_at,LINC00521,long intergenic non-protein coding RNA 521,9606.ENSP00000490086,,
234818_at,TMEM108,transmembrane protein 108,9606.ENSP00000324651,,
234820_at,MAS1L,"MAS1 proto-oncogene like, G protein-coupled receptor",9606.ENSP00000366331,,
234821_at,LOC101929645,uncharacterized LOC101929645,,,
234826_at,LOC101929963,uncharacterized LOC101930299///uncharacterized LOC101929963,,,
234829_at,DUSP15,dual specificity phosphatase 15,9606.ENSP00000278979,,
234830_at,FRG2EP,"FSHD region gene 2 family member E, pseudogene",,,
234831_at,LOC101929164,uncharacterized LOC101929164,,,
234832_at,ANTXR1,anthrax toxin receptor 1,9606.ENSP00000301945,,
234833_at,LOC101927709,uncharacterized LOC101927709,,,
234835_at,LOC100506667,uncharacterized LOC100506667,,,
234840_s_at,OR5V1,olfactory receptor family 5 subfamily V member 1,9606.ENSP00000493269,,
234841_x_at,OBP2A,odorant binding protein 2A,9606.ENSP00000342097,,
234843_s_at,KREMEN1,kringle containing transmembrane protein 1,9606.ENSP00000331242,,
234844_at,ZNF407,zinc finger protein 407,9606.ENSP00000299687,,
234845_at,LOC100130370,uncharacterized LOC100130370,,,
234846_at,LOC100130370,uncharacterized LOC100130370,,,
234847_at,LINC00309,long intergenic non-protein coding RNA 309,,,
234849_at,YME1L1,YME1 like 1 ATPase,9606.ENSP00000318480,,
234850_at,MOGAT3,monoacylglycerol O-acyltransferase 3,9606.ENSP00000223114,,
234851_at,IGLC1,immunoglobulin lambda constant 1,,,
234853_s_at,EFCAB6,EF-hand calcium binding domain 6,9606.ENSP00000262726,,
234854_at,MDN1,midasin AAA ATPase 1,9606.ENSP00000358400,,
234855_at,ORF1,"uncharacterized protein, clone pT-Adv JuaX22",9606.ENSP00000265602,,
234855_at,ORF1,"uncharacterized protein, clone pT-Adv JuaX22",9606.ENSP00000294129,,
234859_at,PLXNA4,plexin A4,9606.ENSP00000352882,,
234861_at,LOC93463,uncharacterized LOC93463,,,
234863_x_at,FBXO5,F-box protein 5,9606.ENSP00000229758,,
234864_s_at,TRPM6,transient receptor potential cation channel subfamily M member 6,9606.ENSP00000354006,,
234865_at,IL23A,interleukin 23 subunit alpha,9606.ENSP00000228534,,
234866_s_at,ZNRD1ASP,"zinc ribbon domain containing 1 antisense, pseudogene",,,
234868_s_at,GFRA4,GDNF family receptor alpha 4,9606.ENSP00000313423,,
234869_at,LOC152286,uncharacterized LOC152286,,,
234870_at,TANC1,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",9606.ENSP00000263635,,
234871_at,ADGRV1,adhesion G protein-coupled receptor V1,9606.ENSP00000384582,,
234872_at,MYCN,v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog,9606.ENSP00000281043,,
234873_x_at,RPL7A,"small nucleolar RNA, C/D box 24///small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36B///ribosomal protein L7a",9606.ENSP00000361076,,
234874_at,ATE1,arginyltransferase 1,9606.ENSP00000224652,,
234875_at,RPL7AP10,ribosomal protein L7a pseudogene 10,,,
234876_at,COX6A1P1,cytochrome c oxidase subunit 6A1 pseudogene 1,,,
234878_at,ZC3H12B,zinc finger CCCH-type containing 12B,9606.ENSP00000340839,,
234880_x_at,KRTAP1-3,keratin associated protein 1-3,9606.ENSP00000344420,,
234884_x_at,IGLC1,cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1,,,
234888_at,CACHD1,cache domain containing 1,9606.ENSP00000290039,,
234890_at,LOC100288175,uncharacterized LOC100288175,,,
234891_at,LOC81787,uncharacterized LOC81787,,,
234893_s_at,DNAH6,dynein axonemal heavy chain 6,9606.ENSP00000374045,,
234894_at,ITIH6,inter-alpha-trypsin inhibitor heavy chain family member 6,9606.ENSP00000218436,,
234895_at,CTLA4,cytotoxic T-lymphocyte associated protein 4,9606.ENSP00000497102,,
234897_s_at,LY6G6D,"lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D",9606.ENSP00000364985,,
234897_s_at,LY6G6D,"lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D",9606.ENSP00000364992,,
234897_s_at,LY6G6D,"lymphocyte antigen 6 complex, locus G6F///lymphocyte antigen 6 complex, locus G6D",9606.ENSP00000421232,,
234899_at,H2BFM,H2B histone family member M,9606.ENSP00000347119,,
234902_s_at,ZNF416,zinc finger protein 416,9606.ENSP00000196489,,
234903_at,OR2B3,olfactory receptor family 2 subfamily B member 3,9606.ENSP00000366378,,
234904_x_at,ELAVL4,ELAV like neuron-specific RNA binding protein 4,9606.ENSP00000349594,,
234905_at,DKFZP434H168,uncharacterized LOC26077,,,
234907_x_at,POLB,DNA polymerase beta,9606.ENSP00000265421,,
234907_x_at,POLB,DNA polymerase beta,9606.ENSP00000442563,,
234908_s_at,DSCAML1,DS cell adhesion molecule like 1,9606.ENSP00000315465,,
234910_at,RASAL2,RAS protein activator like 2,9606.ENSP00000356621,,
234912_at,LOC81787,uncharacterized LOC81787,,,
234913_at,TTTY4,"testis-specific transcript, Y-linked 4C (non-protein coding)///testis-specific transcript, Y-linked 4B (non-protein coding)///testis-specific transcript, Y-linked 4 (non-protein coding)",,,
234914_at,ZNF7,zinc finger protein 7,9606.ENSP00000393260,,
234915_s_at,DENR,density regulated re-initiation and release factor,9606.ENSP00000280557,,
234916_at,DBH,dopamine beta-hydroxylase,9606.ENSP00000376776,,
234917_at,MARVELD1,MARVEL domain containing 1,9606.ENSP00000441365,,
234918_at,GLTSCR2,glioma tumor suppressor candidate region gene 2,9606.ENSP00000246802,,
234919_s_at,SNTG1,syntrophin gamma 1,9606.ENSP00000493900,,
234920_at,ZNF7,zinc finger protein 7,9606.ENSP00000393260,,
234921_at,ZNF470,zinc finger protein 470,9606.ENSP00000333223,,
234922_s_at,NHSL1,NHS like 1,9606.ENSP00000394546,,
234923_at,RALGAPA1,Ral GTPase activating protein catalytic alpha subunit 1,9606.ENSP00000490119,,
234924_s_at,ZNF687,zinc finger protein 687,9606.ENSP00000319829,,
234925_at,LINC00917,long intergenic non-protein coding RNA 917,,,
234926_s_at,RTFDC1,replication termination factor 2 domain containing 1,9606.ENSP00000023939,,
234927_s_at,MAGIX,"MAGI family member, X-linked",9606.ENSP00000471299,,
234928_x_at,RUNX3,runt related transcription factor 3,9606.ENSP00000382800,,
234929_s_at,SPATA7,spermatogenesis associated 7,9606.ENSP00000377176,,
234930_at,TMEM234,transmembrane protein 234,9606.ENSP00000309792,,
234932_s_at,CDCP1,CUB domain containing protein 1,9606.ENSP00000296129,,
234933_at,CC2D2A,coiled-coil and C2 domain containing 2A,9606.ENSP00000403465,,
234935_at,NDOR1,NADPH dependent diflavin oxidoreductase 1,9606.ENSP00000360576,,
234936_s_at,CC2D2A,coiled-coil and C2 domain containing 2A,9606.ENSP00000403465,,
234937_x_at,ZFP28,ZFP28 zinc finger protein,9606.ENSP00000301318,,
234938_at,BACH1,BTB domain and CNC homolog 1,9606.ENSP00000259008,,
234938_at,BACH1,BTB domain and CNC homolog 1,9606.ENSP00000382805,,
234939_s_at,PHF12,PHD finger protein 12,9606.ENSP00000329933,,
234940_s_at,VEPH1,ventricular zone expressed PH domain containing 1,9606.ENSP00000354919,,
234941_s_at,GPHN,gephyrin,9606.ENSP00000417901,,
234942_s_at,DNTTIP1,deoxynucleotidyltransferase terminal interacting protein 1,9606.ENSP00000361705,,
234943_at,CSNK1E,LOC400927-CSNK1E readthrough///TPTE and PTEN homologous inositol lipid phosphatase pseudogene///casein kinase 1 epsilon,9606.ENSP00000380044,,
234943_at,CSNK1E,LOC400927-CSNK1E readthrough///TPTE and PTEN homologous inositol lipid phosphatase pseudogene///casein kinase 1 epsilon,9606.ENSP00000383067,,
234944_s_at,MTFR2,mitochondrial fission regulator 2,9606.ENSP00000395232,,
234945_at,MTFR2,mitochondrial fission regulator 2,9606.ENSP00000395232,,
234946_at,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 (putative),9606.ENSP00000365840,,
234947_s_at,FAM204A,family with sequence similarity 204 member A,9606.ENSP00000358183,,
234948_at,SLC27A5,solute carrier family 27 member 5,9606.ENSP00000263093,,
234949_at,FRG1BP,"FSHD region gene 1 family member B, pseudogene",,,
234950_s_at,RFWD2,ring finger and WD repeat domain 2,9606.ENSP00000356641,,
